title,area,link,location,follow,totalPrice,unitPrice
逸涛雅苑 3室2厅 130万,进港大道,https://gz.lianjia.com/ershoufang/108400331807.html, | 3室2厅 | 81.5平米 | 东 | 精装,47人关注 / 共2次带看 / 1个月以前发布,130,单价15951元/平米
凯德新玥 电梯精装两房 南向望园景,榄核镇,https://gz.lianjia.com/ershoufang/108200012609.html, | 2室2厅 | 78平米 | 南 | 精装 | 有电梯,86人关注 / 共0次带看 / 一年前发布,135,单价17308元/平米
南沙横沥镇中环路 横沥站出口  双证房源,万顷沙,https://gz.lianjia.com/ershoufang/108200020666.html, | 2室1厅 | 58.36平米 | 南 | 毛坯 | 无电梯,54人关注 / 共0次带看 / 10个月以前发布,90,单价15422元/平米
南沙横沥镇中环路 18号线横沥站出口 双证房源,万顷沙,https://gz.lianjia.com/ershoufang/108200020669.html, | 2室1厅 | 57.25平米 | 南 | 毛坯 | 无电梯,39人关注 / 共0次带看 / 10个月以前发布,90,单价15721元/平米
星河山海湾 车位 20万,南沙港,https://gz.lianjia.com/ershoufang/108400277436.html, | 车位 | 11.5平米 | 南 | 有电梯,4人关注 / 共0次带看 / 2个月以前发布,20,单价17392元/平米
珠江源昌花园 2室1厅 120万,万顷沙,https://gz.lianjia.com/ershoufang/108400330709.html, | 2室1厅 | 57平米 | 北 | 毛坯,4人关注 / 共0次带看 / 1个月以前发布,120,单价21053元/平米
万科南方公元 3室2厅 175万,黄阁,https://gz.lianjia.com/ershoufang/108400377803.html, | 3室2厅 | 89.05平米 | 东北 | 精装,5人关注 / 共1次带看 / 1个月以前发布,175,单价19652元/平米
南沙奥园 2室1厅 145万,南沙科技园,https://gz.lianjia.com/ershoufang/108400379473.html, | 2室1厅 | 79.45平米 | 西南 | 精装 | 有电梯,2人关注 / 共1次带看 / 31天以前发布,145,单价18251元/平米
南沙珠江湾 2室2厅 193万,南沙旧镇,https://gz.lianjia.com/ershoufang/108400414187.html, | 2室2厅 | 99.17平米 | 北 | 其他 | 有电梯,0人关注 / 共0次带看 / 12天以前发布,193,单价19462元/平米
南沙涉外公馆 2室1厅 100万,进港大道,https://gz.lianjia.com/ershoufang/108400414608.html, | 2室1厅 | 56.5平米 | 南 | 精装,0人关注 / 共0次带看 / 12天以前发布,100,单价17700元/平米
富佳花园 3室2厅 190万,进港大道,https://gz.lianjia.com/ershoufang/108400433228.html, | 3室2厅 | 104.36平米 | 东 | 精装 | 有电梯,0人关注 / 共0次带看 / 2天以前发布,190,单价18207元/平米
优山美墅 2室2厅 145万,南沙港,https://gz.lianjia.com/ershoufang/108400435841.html, | 2室2厅 | 80.3平米 | 北 | 其他 | 有电梯,0人关注 / 共0次带看 / 1天以前发布,145,单价18058元/平米
华汇国际广场 1室0厅 65万,进港大道,https://gz.lianjia.com/ershoufang/108400318455.html, | 1室0厅 | 55.09平米 | 南 | 精装 | 有电梯,2人关注 / 共0次带看 / 2个月以前发布,65,单价11799元/平米
过五唯一，新装修，家私家电配齐,金洲,https://gz.lianjia.com/ershoufang/108400385675.html, | 2室1厅 | 80.95平米 | 南 | 精装 | 有电梯,2人关注 / 共0次带看 / 28天以前发布,182,单价22484元/平米
翡翠蓝湾精装三房 电梯高层南北对流,大岗镇,https://gz.lianjia.com/ershoufang/108400078658.html, | 3室2厅 | 82.78平米 | 南 | 简装 | 有电梯,48人关注 / 共1次带看 / 7个月以前发布,136,单价16430元/平米
凯德新玥 电梯一房一 实用一房,榄核镇,https://gz.lianjia.com/ershoufang/108200020430.html, | 1室1厅 | 46平米 | 南 | 毛坯 | 有电梯,11人关注 / 共0次带看 / 10个月以前发布,53,单价11522元/平米
奥园金莎广场 1室0厅 120万,金洲,https://gz.lianjia.com/ershoufang/108400416227.html, | 1室0厅 | 101.58平米 | 南 | 精装 | 有电梯,0人关注 / 共0次带看 / 11天以前发布,120,单价11814元/平米
敏捷君御国际 1室0厅 63万,金洲,https://gz.lianjia.com/ershoufang/108200020597.html, | 1室0厅 | 49.31平米 | 南 | 简装 | 有电梯,1人关注 / 共0次带看 / 10个月以前发布,63,单价12777元/平米
奥园金莎广场 1室0厅 75万,金洲,https://gz.lianjia.com/ershoufang/108400176989.html, | 1室0厅 | 47.88平米 | 南 | 精装 | 有电梯,0人关注 / 共0次带看 / 5个月以前发布,75,单价15665元/平米
南沙凯德新玥 中空复式 视野开阔 装修简约,榄核镇,https://gz.lianjia.com/ershoufang/108200019012.html, | 2室1厅 | 59平米 | 南 北 | 简装 | 有电梯,141人关注 / 共0次带看 / 11个月以前发布,75,单价12712元/平米
南沙 镇中高档小区 带车位出售 实用两房 视野正,榄核镇,https://gz.lianjia.com/ershoufang/108400077534.html, | 2室1厅 | 58平米 | 南 | 精装 | 有电梯,45人关注 / 共0次带看 / 7个月以前发布,85,单价14656元/平米
次新小区 电梯低层 南向望园景 安静温馨,榄核镇,https://gz.lianjia.com/ershoufang/108400045149.html, | 2室2厅 | 78.69平米 | 南 | 毛坯 | 有电梯,65人关注 / 共0次带看 / 8个月以前发布,117,单价14869元/平米
南沙境界家园 3室2厅 195万,黄阁,https://gz.lianjia.com/ershoufang/108400416882.html, | 3室2厅 | 97.26平米 | 南 | 其他 | 有电梯,3人关注 / 共0次带看 / 11天以前发布,195,单价20050元/平米
凯德新玥 单间公寓 采光好 配套齐全,榄核镇,https://gz.lianjia.com/ershoufang/108400420813.html, | 1室0厅 | 46.85平米 | 南 | 其他 | 有电梯,1人关注 / 共0次带看 / 9天以前发布,60,单价12807元/平米
凯德新玥 电梯两房 东南向望,榄核镇,https://gz.lianjia.com/ershoufang/108200019783.html, | 1室2厅 | 57平米 | 南 | 精装 | 有电梯,15人关注 / 共0次带看 / 11个月以前发布,128,单价22457元/平米
南沙境界家园 2室2厅 150万,黄阁,https://gz.lianjia.com/ershoufang/108400146201.html, | 2室2厅 | 75.5平米 | 北 | 精装 | 有电梯,53人关注 / 共0次带看 / 5个月以前发布,150,单价19868元/平米
富力天海湾  一房一厅公寓  南向,环市大道西,https://gz.lianjia.com/ershoufang/108400157668.html, | 1室1厅 | 55平米 | 西南 | 精装,12人关注 / 共2次带看 / 5个月以前发布,105,单价19091元/平米
凯德新玥 2室1厅 65万,榄核镇,https://gz.lianjia.com/ershoufang/108400420697.html, | 2室1厅 | 59.76平米 | 南 | 其他 | 有电梯,2人关注 / 共0次带看 / 9天以前发布,65,单价10877元/平米
南沙心意华庭 2室2厅 125万,金洲,https://gz.lianjia.com/ershoufang/108400429438.html, | 2室2厅 | 67平米 | 北 | 毛坯,3人关注 / 共2次带看 / 4天以前发布,125,单价18657元/平米
南沙自贸区繁华地段，可个人购买的公寓,金洲,https://gz.lianjia.com/ershoufang/108400036036.html, | 2室2厅 | 50.16平米 | 南 | 毛坯 | 有电梯,67人关注 / 共0次带看 / 9个月以前发布,100,单价19937元/平米
南沙涉外公馆 2室2厅 105万,进港大道,https://gz.lianjia.com/ershoufang/108400319969.html, | 2室2厅 | 62.17平米 | 北 | 毛坯,1人关注 / 共0次带看 / 1个月以前发布,105,单价16890元/平米
南沙涉外公馆 2室2厅 98万,进港大道,https://gz.lianjia.com/ershoufang/108400319979.html, | 2室2厅 | 57.77平米 | 北 | 毛坯,1人关注 / 共0次带看 / 1个月以前发布,98,单价16964元/平米
南沙繁华区 金洲蕉门双地铁小户型公寓可个人名义买卖,金洲,https://gz.lianjia.com/ershoufang/108400075197.html, | 1室0厅 | 39.52平米 | 东 | 精装 | 有电梯,24人关注 / 共0次带看 / 7个月以前发布,65,单价16448元/平米
敏捷君御国际 1室1厅 68万,金洲,https://gz.lianjia.com/ershoufang/108400232848.html, | 1室1厅 | 68.47平米 | 南 北 | 精装 | 有电梯,0人关注 / 共0次带看 / 3个月以前发布,68,单价9932元/平米
交通便利  生活方便   吃喝无忧,进港大道,https://gz.lianjia.com/ershoufang/108400264403.html, | 1室0厅 | 55.09平米 | 南 | 精装 | 有电梯,0人关注 / 共0次带看 / 2个月以前发布,65,单价11799元/平米
南沙万达广场 2室2厅 98万,金洲,https://gz.lianjia.com/ershoufang/108400312088.html, | 2室2厅 | 61.7平米 | 南 | 精装 | 有电梯,1人关注 / 共0次带看 / 2个月以前发布,98,单价15884元/平米
南沙万达广场 1室1厅 70万,金洲,https://gz.lianjia.com/ershoufang/108400343339.html, | 1室1厅 | 53.32平米 | 南 | 精装 | 有电梯,3人关注 / 共0次带看 / 1个月以前发布,70,单价13129元/平米
广州时代云图 2室2厅 180万,金洲,https://gz.lianjia.com/ershoufang/108400415259.html, | 2室2厅 | 68平米 | 北 | 精装,2人关注 / 共0次带看 / 12天以前发布,180,单价26471元/平米
南沙大岗镇翡翠蓝湾花园配套完善 新小区，精装修,大岗镇,https://gz.lianjia.com/ershoufang/108400005474.html, | 3室2厅 | 97.08平米 | 南 北 | 简装 | 有电梯,24人关注 / 共0次带看 / 10个月以前发布,160,单价16482元/平米
南沙万达广场 1室1厅 65万,金洲,https://gz.lianjia.com/ershoufang/108400387084.html, | 1室1厅 | 46.81平米 | 南 | 精装 | 有电梯,0人关注 / 共0次带看 / 27天以前发布,65,单价13886元/平米
南沙万达广场 1室1厅 60万,金洲,https://gz.lianjia.com/ershoufang/108400402780.html, | 1室1厅 | 39.5平米 | 南 | 精装 | 有电梯,0人关注 / 共0次带看 / 19天以前发布,60,单价15190元/平米
